# 几何战士 - 难度递增记录
# 会话ID: 20260222_173002
# 开始时间: 2026-02-22 17:30:02
# 总游戏时间: 30.02秒
# 最终难度等级: 6

GameTime,Level,SpawnInterval,MaxEnemies,ActiveEnemies,EnemyMultiplier,EnemyMaxHealth,EnemyAttack
5.00,1,0.909,33,4,1.10,33,11
10.01,2,0.826,36,4,1.21,36,12
15.01,3,0.751,40,5,1.33,40,13
20.01,4,0.683,44,5,1.46,44,15
25.01,5,0.621,48,3,1.61,48,16
30.02,6,0.564,53,3,1.77,53,18
