# 几何战士 - 难度递增记录
# 会话ID: 20260222_172915
# 开始时间: 2026-02-22 17:29:15
# 总游戏时间: 5.01秒
# 最终难度等级: 1

GameTime,Level,SpawnInterval,MaxEnemies,ActiveEnemies,EnemyMultiplier,EnemyMaxHealth,EnemyAttack
5.01,1,0.909,33,3,1.10,33,11
